,url,address,title,area,rooms,bathrooms,garages,price,date
331,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-78m2-venda-RS662000-id-2490198624/?__vt=lnv:c,"Rua Sérgio Gil - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 78m²
",78,2,2,1,662000,2020-11-14 
333,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-78m2-venda-RS671000-id-2473982819/?__vt=lnv:c,"Rua Sérgio Gil, 263 - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 78m²
",78,2,2,1,671000,2020-11-14 
334,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-120m2-venda-RS865000-id-2497717286/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 120m²
",120,3,4,2,865000,2020-11-14 
335,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-84m2-venda-RS420000-id-2450777734/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 84m²
",84,2,2,1,420000,2020-11-14 
336,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-120m2-venda-RS699990-id-2492312652/?__vt=lnv:c,"Rua São Pedro, 422 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 120m²
",120,3,2,2,699990,2020-11-14 
337,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-91m2-venda-RS658000-id-2493898786/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 91m²
",91,2,1,2,658000,2020-11-14 
338,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-77m2-venda-RS395000-id-2497668819/?__vt=lnv:c,"Rua Abelardo Luz, 182 - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 77m²
",77,2,1,1,395000,2020-11-14 
340,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-78m2-venda-RS510000-id-2468387267/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 78m²
",78,2,2,2,510000,2020-11-14 
341,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-92m2-venda-RS729888-id-2492312655/?__vt=lnv:c,"Praça Guilherme Fortkamp, 263 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 92m²
",92,3,2,1,729888,2020-11-14 
342,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-113m2-venda-RS965000-id-2501740682/?__vt=lnv:c,"Rua Professor João José Cabral - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 113m²
",113,3,3,2,965000,2020-11-14 
343,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-90m2-venda-RS752005-id-2468391301/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 90m²
",90,3,2,1,752005,2020-11-14 
344,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-78m2-venda-RS440000-id-2468387468/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 78m²
",78,2,2,1,440000,2020-11-14 
345,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-124m2-venda-RS371000-id-2492310967/?__vt=lnv:c,"Rua São José, 452 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 124m²
",124,3,2,2,371000,2020-11-14 
347,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-70m2-venda-RS375000-id-2486598101/?__vt=lnv:c,"Rua São Pedro, 179 - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 70m²
",70,2,2,1,375000,2020-11-14 
348,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-138m2-venda-RS580000-id-2436371751/?__vt=lnv:c,"Rua Sérgio Gil, 982 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 138m²
",138,3,4,1,580000,2020-11-14 
349,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-80m2-venda-RS670000-id-2459408047/?__vt=lnv:c,"Rua José Cândido da Silva, 632 - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 80m²
",80,2,2,1,670000,2020-11-14 
350,vivareal.com/imovel/apartamento-4-quartos-balneario-bairros-florianopolis-com-garagem-105m2-venda-RS425000-id-2492315774/?__vt=lnv:c,"Rua Antônio Mattos Areas, 346 - Balneário, Florianópolis - SC","Apartamento com 4 Quartos à Venda, 105m²
",105,4,1,2,425000,2020-11-14 
351,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-89m2-venda-RS583000-id-2496022042/?__vt=lnv:c,"Rua Vereador Batista Pereira, 524 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 89m²
",89,3,1,2,583000,2020-11-14 
352,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-80m2-venda-RS380000-id-2488006835/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 80m²
",80,2,2,1,380000,2020-11-14 
354,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-133m2-venda-RS420000-id-2475928791/?__vt=lnv:c,"Rua José Cândido da Silva, 136 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 133m²
",133,3,3,1,420000,2020-11-14 
355,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-76m2-venda-RS350000-id-2499776779/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 76m²
",76,2,2,1,350000,2020-11-14 
356,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-340m2-venda-RS584000-id-2492315075/?__vt=lnv:c,"Rua General Liberato Bittencourt, 1801 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 340m²
",340,3,1,1,584000,2020-11-14 
357,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-91m2-venda-RS670000-id-2499290289/?__vt=lnv:c,"Rua São José - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 91m²
",91,2,2,2,670000,2020-11-14 
358,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-72m2-venda-RS551000-id-2468390587/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 72m²
",72,2,2,2,551000,2020-11-14 
359,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-98m2-venda-RS470000-id-2468387854/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 98m²
",98,3,3,1,470000,2020-11-14 
360,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-92m2-venda-RS783917-id-2492312471/?__vt=lnv:c,"Praça Guilherme Fortkamp, 263 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 92m²
",92,3,2,1,783917,2020-11-14 
362,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-114m2-venda-RS830000-id-2492313985/?__vt=lnv:c,"Rua São José, 203 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 114m²
",114,3,3,2,830000,2020-11-14 
363,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-114m2-venda-RS830000-id-2492313165/?__vt=lnv:c,"Rua São José, 203 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 114m²
",114,3,3,2,830000,2020-11-14 
364,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-78m2-venda-RS780000-id-2468391078/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 78m²
",78,2,2,1,780000,2020-11-14 
365,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-72m2-venda-RS560000-id-2468391222/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 72m²
",72,2,2,2,560000,2020-11-14 
366,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-100m2-venda-RS380000-id-2475435978/?__vt=lnv:c,"Rua Santa Tereza, 237 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 100m²
",100,3,1,2,380000,2020-11-14 
367,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-89m2-venda-RS670000-id-2468390017/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 89m²
",89,2,2,2,670000,2020-11-14 
369,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-91m2-venda-RS830486-id-2492312656/?__vt=lnv:c,"Praça Guilherme Fortkamp, 263 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 91m²
",91,3,2,1,830486,2020-11-14 
370,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-100m2-venda-RS945000-id-2488016030/?__vt=lnv:c,"Rua Antônio Gomes, 1669 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 100m²
",100,3,2,2,945000,2020-11-14 
371,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-92m2-venda-RS903000-id-2485350349/?__vt=lnv:c,"Rua Professor João José Cabral - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 92m²
",92,3,1,1,903000,2020-11-14 
372,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-91m2-venda-RS640000-id-2451911898/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 91m²
",91,2,3,2,640000,2020-11-14 
373,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-106m2-venda-RS400000-id-2494973781/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 106m²
",106,3,2,1,400000,2020-11-14 
374,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-129m2-venda-RS540000-id-2468391300/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 129m²
",129,3,2,1,540000,2020-11-14 
375,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-120m2-venda-RS864990-id-2493483412/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 120m²
",120,3,3,2,864990,2020-11-14 
376,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-88m2-venda-RS500000-id-2484889978/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 88m²
",88,2,2,2,500000,2020-11-14 
377,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-93m2-venda-RS928648-id-2499290007/?__vt=lnv:c,"Rua Sérgio Gil - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 93m²
",93,3,2,2,928648,2020-11-14 
378,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-138m2-venda-RS620000-id-2465950561/?__vt=lnv:c,"Rua Castro Alves - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 138m²
",138,3,4,1,620000,2020-11-14 
379,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-130m2-venda-RS900000-id-2486598395/?__vt=lnv:c,"Rua Vereador Batista Pereira, 89 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 130m²
",130,3,3,3,900000,2020-11-14 
380,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-120m2-venda-RS690000-id-2486596315/?__vt=lnv:c,"Rua São Pedro, 422 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 120m²
",120,3,3,2,690000,2020-11-14 
381,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-78m2-venda-RS662000-id-2502323620/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 78m²
",78,2,2,1,662000,2020-11-14 
382,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-92m2-venda-RS875785-id-2492312470/?__vt=lnv:c,"Praça Guilherme Fortkamp, 263 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 92m²
",92,3,2,2,875785,2020-11-14 
383,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-69m2-venda-RS550000-id-2500336283/?__vt=lnv:c,"Rua Vereador Batista Pereira - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 69m²
",69,2,2,2,550000,2020-11-14 
384,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-90m2-venda-RS898288-id-2492311671/?__vt=lnv:c,"Praça Guilherme Fortkamp, 263 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 90m²
",90,3,2,2,898288,2020-11-14 
385,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-119m2-venda-RS800000-id-2468765489/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 119m²
",119,3,3,2,800000,2020-11-14 
386,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-94m2-venda-RS910350-id-2492312651/?__vt=lnv:c,"Praça Guilherme Fortkamp, 263 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 94m²
",94,3,2,2,910350,2020-11-14 
387,vivareal.com/imovel/apartamento-4-quartos-balneario-bairros-florianopolis-com-garagem-144m2-venda-RS1200000-id-2468391079/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 4 Quartos à Venda, 144m²
",144,4,2,2,1200000,2020-11-14 
388,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-117m2-venda-RS1100000-id-2468390548/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 117m²
",117,3,4,2,1100000,2020-11-14 
389,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-115m2-venda-RS540000-id-2488008387/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 115m²
",115,3,2,2,540000,2020-11-14 
390,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-138m2-venda-RS660000-id-2499955704/?__vt=lnv:c,"Rua Castro Alves - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 138m²
",138,3,4,1,660000,2020-11-14 
391,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-92m2-venda-RS500000-id-2448676575/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 92m²
",92,3,2,1,500000,2020-11-14 
392,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-98m2-venda-RS665000-id-2473125349/?__vt=lnv:c,"Rua José Cândido da Silva - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 98m²
",98,2,2,2,665000,2020-11-14 
393,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-93m2-venda-RS752004-id-2481221515/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 93m²
",93,3,2,1,752004,2020-11-14 
394,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-91m2-venda-RS880000-id-2499289248/?__vt=lnv:c,"Rua São José - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 91m²
",91,2,3,1,880000,2020-11-14 
395,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-76m2-venda-RS371000-id-2494782673/?__vt=lnv:c,"Rua Professor João José Cabral, 207 - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 76m²
",76,2,1,1,371000,2020-11-14 
396,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-78m2-venda-RS447000-id-2501272004/?__vt=lnv:c,"Rua da Concórdia, 76 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 78m²
",78,3,2,1,447000,2020-11-14 
397,vivareal.com/imovel/apartamento-4-quartos-balneario-bairros-florianopolis-com-garagem-123m2-venda-RS790000-id-2492592673/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 4 Quartos à Venda, 123m²
",123,4,3,2,790000,2020-11-14 
398,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-188m2-venda-RS2850000-id-2476778039/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 188m²
",188,3,4,4,2850000,2020-11-14 
399,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-70m2-venda-RS220000-id-80416150/?__vt=lnv:c,"Rua Vereador Batista Pereira, 606 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 70m²
",70,3,1,--,220000,2020-11-14 
400,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-130m2-venda-RS900000-id-2484520693/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 130m²
",130,3,4,--,900000,2020-11-14 
401,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-138m2-venda-RS659000-id-2492310949/?__vt=lnv:c,"Rua Antônio Mattos Areas, 361 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 138m²
",138,3,1,--,659000,2020-11-14 
402,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-91m2-venda-RS658000-id-2481221664/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 91m²
",91,2,3,2,658000,2020-11-14 
403,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-91m2-venda-RS650000-id-2499462708/?__vt=lnv:c,"Rua São José - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 91m²
",91,2,3,1,650000,2020-11-14 
404,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-69m2-venda-RS550000-id-2438866889/?__vt=lnv:c,"Rua Vereador Batista Pereira, 641 - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 69m²
",69,2,2,1,550000,2020-11-14 
405,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-108m2-venda-RS450000-id-2475927190/?__vt=lnv:c,"Rua da Concórdia - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 108m²
",108,3,2,1,450000,2020-11-14 
406,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-123m2-venda-RS740000-id-2501928679/?__vt=lnv:c,"Rua Professor João José Cabral, 181 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 123m²
",123,3,3,2,740000,2020-11-14 
407,vivareal.com/imovel/apartamento-4-quartos-balneario-bairros-florianopolis-com-garagem-115m2-venda-RS450000-id-74405973/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 4 Quartos à Venda, 115m²
",115,4,2,2,450000,2020-11-14 
408,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-94m2-venda-RS929000-id-2499288543/?__vt=lnv:c,"Rua Sérgio Gil - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 94m²
",94,3,2,2,929000,2020-11-14 
409,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS950000-id-2499344224/?__vt=lnv:c,"Rua Antônio Gomes - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,2,950000,2020-11-14 
410,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-91m2-venda-RS670000-id-2493595141/?__vt=lnv:c,"Rua São José, 200 - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 91m²
",91,2,3,2,670000,2020-11-14 
411,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-113m2-venda-RS922000-id-2499290485/?__vt=lnv:c,"Rua São José - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 113m²
",113,3,3,1,922000,2020-11-14 
412,vivareal.com/imovel/apartamento-1-quartos-balneario-bairros-florianopolis-105m2-venda-RS400000-id-2497542820/?__vt=lnv:c,"Rua José Cândido da Silva - Balneário, Florianópolis - SC","Apartamento com  Quarto à Venda, 105m²
",105,1,1,--,400000,2020-11-14 
413,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-139m2-venda-RS620000-id-2482679425/?__vt=lnv:c,"Rua Castro Alves, 982 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 139m²
",139,3,4,1,620000,2020-11-14 
414,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-116m2-venda-RS690000-id-2502390307/?__vt=lnv:c,"Rua São Pedro, 328 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 116m²
",116,3,3,1,690000,2020-11-14 
415,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-113m2-venda-RS360000-id-2488007545/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 113m²
",113,3,2,2,360000,2020-11-14 
416,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-70m2-venda-RS212000-id-2494568779/?__vt=lnv:c,"Rua Coronel Pedro Demoro, 1491 - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 70m²
",70,2,1,--,212000,2020-11-14 
417,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-97m2-venda-RS470000-id-2485419978/?__vt=lnv:c,"Rua Sérgio Gil - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 97m²
",97,3,3,1,470000,2020-11-14 
418,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-100m2-venda-RS499000-id-2440977192/?__vt=lnv:c,"Rua da Concórdia - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 100m²
",100,3,2,2,499000,2020-11-14 
419,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-92m2-venda-RS807670-id-2435202475/?__vt=lnv:c,"Rua Professor João José Cabral - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 92m²
",92,3,2,1,807670,2020-11-14 
420,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-154m2-venda-RS730000-id-86739454/?__vt=lnv:c,"Rua Raimundo Correia - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 154m²
",154,2,2,1,730000,2020-11-14 
421,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-92m2-venda-RS903000-id-2499290011/?__vt=lnv:c,"Rua Sérgio Gil - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 92m²
",92,3,2,2,903000,2020-11-14 
422,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-89m2-venda-RS590000-id-2494945945/?__vt=lnv:c,"Avenida Santa Catarina, 1433 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 89m²
",89,3,2,1,590000,2020-11-14 
423,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-135m2-venda-RS950000-id-2459692530/?__vt=lnv:c,"Rua Antônio Matos Áreas - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 135m²
",135,3,3,2,950000,2020-11-14 
424,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-117m2-venda-RS600000-id-86735843/?__vt=lnv:c,"Rua São Pedro - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 117m²
",117,3,3,1,600000,2020-11-14 
425,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-107m2-venda-RS590000-id-2445103290/?__vt=lnv:c,"Rua da Concórdia, 76 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 107m²
",107,3,3,1,590000,2020-11-14 
426,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-91m2-venda-RS658000-id-1038827423/?__vt=lnv:c,"Rua São José - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 91m²
",91,2,2,2,658000,2020-11-14 
427,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-78m2-venda-RS666000-id-2501270409/?__vt=lnv:c,"Rua Sérgio Gil, 263 - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 78m²
",78,2,2,1,666000,2020-11-14 
428,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-115m2-venda-RS970000-id-2502323922/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 115m²
",115,3,1,2,970000,2020-11-14 
429,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-131m2-venda-RS932800-id-2483417132/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 131m²
",131,3,2,2,932800,2020-11-14 
430,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-80m2-venda-RS381600-id-2480243488/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 80m²
",80,2,2,1,381600,2020-11-14 
431,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-134m2-venda-RS950000-id-1377985473/?__vt=lnv:c,"Rua Antônio Matos Áreas - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 134m²
",134,3,2,2,950000,2020-11-14 
432,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-78m2-venda-RS447000-id-2501272004/?__vt=lnv:c,"Rua da Concórdia, 76 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 78m²
",78,3,2,1,447000,2020-11-14 
433,vivareal.com/imovel/apartamento-4-quartos-balneario-bairros-florianopolis-com-garagem-123m2-venda-RS790000-id-2492592673/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 4 Quartos à Venda, 123m²
",123,4,3,2,790000,2020-11-14 
434,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-188m2-venda-RS2850000-id-2476778039/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 188m²
",188,3,4,4,2850000,2020-11-14 
